CODDAT,DATACENTER,Country   Datacenter,VM_ID_TM,SMBIOS UUID,Object State,Previous Months Updates,CUSTOMER_ID_SCCD-TM,CUSTOMER_Name_SCCD-TM,Country of Customer,REGION,CATEGORY,VM,VCENTER,Customer Name,Customer CID_RvTools,CUSTOMER_UNSYNC_vCenter Attribute,CID,Folder,Product,SOLUTION,TYPE,LIFECYCLE,NEW VM X UUID,VM Powerstate,# Days Powered Off,Is Template?,DNS Name,CPUs,Memory,NICs,Disks,Total disk capacity MiB,Primary IP Address,Network #1,Network #2,Network #3,Network #4,Network #5,Network #6,Network #7,Network #8,Provisioned MiB,In Use MiB,OS according to the configuration file,OS according to the VMware Tools,OS TYPE,Appliance VM/Server,Exclusive for  Vmware,Out-of-Support Guest Operating System,RDM Disks?,On a Cluster?,VM ID,SMBIOS UUID,VM UUID,To be Migrated,Cluster
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-867619-COL-TOC-D3310,420abebf-dc91-7854-a5b0-e83a2a3e5827,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-WDP,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027207.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SPARE,10,49152,1,2,409600,10.238.65.5,,,,,,,,,458851,458851,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-867619,420abebf-dc91-7854-a5b0-e83a2a3e5827,500a3a2b-f579-a9dc-cfcd-60c64de3def6,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-867616-COL-TOC-D3310,420a6c41-22aa-de2f-a46b-1cbbc3517686,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-ADS,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027210.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SAP-WDP,4,16384,1,2,409600,10.238.65.13,,,,,,,,,426071,426071,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-867616,420a6c41-22aa-de2f-a46b-1cbbc3517686,500aa3ba-4b49-b9ff-8da3-b0868a51a042,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-834447-COL-TOC-D3310,420a05bd-3540-6328-9038-c799c65beafa,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-DEV,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027206.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SAP-DEV,6,32768,1,3,358400,10.238.65.8,,,,,,,,,391259,391259,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-834447,420a05bd-3540-6328-9038-c799c65beafa,500a2869-2fca-edd2-daac-78d98842bece,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-862427-COL-TOC-D3310,420a26c6-a920-8c26-6cd4-2234e2dcd135,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-PRD,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027205.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SAP-PRD,10,32768,1,3,624640,10.238.65.12,,,,,,,,,657507,657507,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-862427,420a26c6-a920-8c26-6cd4-2234e2dcd135,500af291-6be2-5003-1746-c2a3efe6d820,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-850717-COL-TOC-D3310,420afcc1-0506-e31a-7bf5-650e2d5f6395,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-QAS,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027209.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SAP-QAS,8,32768,1,3,542720,10.238.65.9,,,,,,,,,575583,575583,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-850717,420afcc1-0506-e31a-7bf5-650e2d5f6395,500a7095-4488-f1a1-4212-ac118ee14de9,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-833157-COL-TOC-D3310,420a62e8-df9e-7fa7-f522-92fb05a2ad3e,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-Router,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027204.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,SAP-ROUTER,2,4096,1,2,112640,10.238.65.7,,,,,,,,,116819,116819,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-833157,420a62e8-df9e-7fa7-f522-92fb05a2ad3e,500ae329-039c-495d-8629-0d33cdbe72e4,,CLIAAS-POD1
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-831941-COL-TOC-D3310,420a2fed-af9a-e769-e043-238a1c27cb44,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-Solman,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027208.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SAP-Solman,8,32768,1,8,919552,10.238.65.6,,,,,,,,,952415,952415,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-831941,420a2fed-af9a-e769-e043-238a1c27cb44,500a8dca-aba9-8f6f-a11d-c480dda880c2,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-867618-COL-TOC-D3310,420ade96-0bbd-fe1e-b8c7-fc10e935ac9a,,,ADM004-79,ADMINISTRADORA PASEO, S.A (CAYALA),GT,LATAM,Standard,CL-SAP-WDD,coltocvcenter01.cwllag.com,ADMINISTRADORA PASEO, S.A (CAYALA),,,5027211.GT,/COLTOCMAINDC/CWB_TOCA_IAAS/ADM004-79,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CL-SAP-WDD,2,4096,1,2,112640,10.238.65.14,,,,,,,,,116819,116819,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),WINDOWS,,,,,,vm-867618,420ade96-0bbd-fe1e-b8c7-fc10e935ac9a,500a5244-bf72-6939-4372-4c644aba826c,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3982532-COL-TOC-D3310,420afc9e-9234-1701-fd46-11b544e8f431,,,AFF001-56,AFFINITY BPO S.A.S.,CO,LATAM,Standard,2086927_CO,coltocvcenter01.cwllag.com,AFFINITY BPO S.A.S.,,,2086927.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AFF001-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,AFFINITY,4,12288,1,1,204800,10.238.74.100,,,,,,,,,217177,216043,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3982532,420afc9e-9234-1701-fd46-11b544e8f431,500a694b-57ae-7fc8-70ea-73ca5c2390e5,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3899223-COL-TOC-D3310,420a7453-3073-c312-33c6-f448e75e9ac2,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,agewebvmintranet,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084925.CO,/COLTOCMAINDC/CSD-Implementacion/AGE019-56/WO1996440,IAAS,IaaS,Customer,Implementation,NO,poweredOn,#N/D,False,agewebvmintranet,4,16384,1,3,2494464,10.238.106.135,,,,,,,,,2510939,464332,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),LINUX,,,,,,vm-3899223,420a7453-3073-c312-33c6-f448e75e9ac2,500ac523-649d-2841-97f0-98c9865cb84f,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3899371-COL-TOC-D3310,420a3414-eb96-3e65-7fb0-1fbbd33c74e5,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,vmnovoclient,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084935.CO,/COLTOCMAINDC/CSD-Implementacion/AGE019-56/WO1996440,IAAS,IaaS,Customer,Implementation,NO,poweredOn,#N/D,False,vmnovoclient,4,16384,1,2,389120,10.238.106.144,,,,,,,,,405594,62175,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),LINUX,,,,,,vm-3899371,420a3414-eb96-3e65-7fb0-1fbbd33c74e5,500a21cd-1116-859c-2cf3-1558d395da44,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3899364-COL-TOC-D3310,420a58b4-3063-1a9a-3134-b8df2330937d,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,Celeste,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084933.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE019-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,Celeste.agecoldex.local,8,12288,1,2,409600,10.238.106.142,,,,,,,,,421985,221492,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3899364,420a58b4-3063-1a9a-3134-b8df2330937d,500a17b2-4d25-2c1e-c168-3e757d8982a8,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2488665-COL-TOC-D3310,420a8e10-2496-b01d-b3a3-e57dd3d76c46,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,cPANEL,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,643800.1.1.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE019-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,great-shannon.131-0-171-20.plesk.page,4,18432,1,4,727040,10.238.106.130,,,,,,,,,745564,506505,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),LINUX,,,,,,vm-2488665,420a8e10-2496-b01d-b3a3-e57dd3d76c46,500a580c-edce-5055-2d8d-f11287d5bd8e,,CLIAAS-UNIX
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3899366-COL-TOC-D3310,420ab1ff-e650-86ae-0c1b-977d40a4b755,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,vmappsapb1,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084934.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE019-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,vmappsapb1.agecoldex.local,16,129024,1,1,716800,10.238.106.143,,,,,,,,,845947,635437,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3899366,420ab1ff-e650-86ae-0c1b-977d40a4b755,500a90fa-8861-b694-f28a-08b5526deb8b,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3899226-COL-TOC-D3310,420a7c8c-4e8c-c313-5479-66e9273d514d,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,vmappwms,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084928.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE019-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,vmappwms.agecoldex.local,4,12288,1,1,307200,26.184.205.12,,,,,,,,,319582,293163,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3899226,420a7c8c-4e8c-c313-5479-66e9273d514d,500ad4ad-fd2c-4d32-9d4b-caee823f5180,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-4575864-COL-TOC-D3310,420a5afe-6fa4-0d92-d002-259b62fa259e,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,vmdc04,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084930.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE019-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,VMDC04.agecoldex.local,4,12288,2,2,307200,10.238.145.3,,,,,,,,,319577,164790,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-4575864,420a5afe-6fa4-0d92-d002-259b62fa259e,500a71b6-53f8-6130-74c0-3274f0be43b8,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-3899228-COL-TOC-D3310,420a2a2d-5399-de59-61b4-1c958659b5bf,,,AGE019-56,AGENCIA DE ADUANAS (AGECOLDEX S.A.),CO,LATAM,Standard,vmnovoagesoft,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS (AGECOLDEX S.A.),,,2084927.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE019-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,vmnovoagesoft.agecoldex.local,8,30720,2,2,2163179,10.238.145.2,,,,,,,,,2194019,1846078,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),WINDOWS,,,,,,vm-3899228,420a2a2d-5399-de59-61b4-1c958659b5bf,500a8939-931b-b068-db04-67a7dce372fd,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2131625-COL-TOC-D3310,420a0bc6-6fc4-3996-56e9-c03a749d8d3a,,,AGE010-56,AGENCIA DE ADUANAS ABC REPECEV S.A. NIVEL 1,CO,LATAM,Standard,ABCDOMINIO3,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS ABC REPECEV S.A. NIVEL 1,,,2064087.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE010-56/WO1969717,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,ABCDOMINIO3,4,4096,1,1,102400,10.238.95.200,,,,,,,,,106583,37119,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2131625,420a0bc6-6fc4-3996-56e9-c03a749d8d3a,500ac8b7-3d65-c8cf-c5fd-e949074dcc37,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2392308-COL-TOC-D3310,420a4e2c-4e8b-c259-b2e8-b1740da47754,,,AGE007-56,AGENCIA DE ADUANAS MARIANO ROLDAN S A,CO,LATAM,Standard,CONTABILIDAD-MAROL,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS MARIANO ROLDAN S A,,,642678.1.1.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE007-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,CONTABILIDAD.MAROL.LOCAL,8,20480,1,2,378880,192.168.0.20,,,,,,,,,690388,311510,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2392308,420a4e2c-4e8b-c259-b2e8-b1740da47754,500a7d7d-3ffa-27c2-f4ce-3df6b24a6216,,CLIAAS-POD2
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2392306-COL-TOC-D3310,420a4d44-c139-63cd-f87d-1b006934db54,,,AGE007-56,AGENCIA DE ADUANAS MARIANO ROLDAN S A,CO,LATAM,Standard,MAROLFILESNEW,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS MARIANO ROLDAN S A,,,642675.1.1.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE007-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,MAROLFILESNEW,4,4096,1,2,654336,10.238.106.6,,,,,,,,,658519,184976,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2392306,420a4d44-c139-63cd-f87d-1b006934db54,500ac879-0a0f-ec7d-b264-b4f620378742,,CLIAAS-POD3
COL-TOC-D3310,NAOS-TOCA,COLOMBIA,VirtualMachine-vm-2392266-COL-TOC-D3310,420ab0c1-70ac-b8ec-cb7d-a6412df83a51,,,AGE007-56,AGENCIA DE ADUANAS MARIANO ROLDAN S A,CO,LATAM,Standard,MAROLAPP2,coltocvcenter01.cwllag.com,AGENCIA DE ADUANAS MARIANO ROLDAN S A,,,732210.1.1.CO,/COLTOCMAINDC/CWB_TOCA_IAAS/AGE007-56,IAAS,IaaS,Customer,Production,NO,poweredOn,#N/D,False,MAROLAPP2.MAROL.LOCAL,4,12288,1,1,163840,192.168.0.25,,,,,,,,,176215,81716,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),WINDOWS,,,,,,vm-2392266,420ab0c1-70ac-b8ec-cb7d-a6412df83a51,500a058f-6441-1f0f-d8d1-8fab7e64c353,,CLIAAS-POD1
